"Eu achei que foram bastante, atenciosos, cumpriram com o que informaram no ato da compra, e se precisar de mais elementos, para meu aparelho, com certeza os procurarei.
Agradeço, e lhes desejo bastante sucesso.  silvia","2015-11-29 19:36:33"
"Cada compra é um tiro no escuro. Fiz duas compras no mesmo dia: uma chegou dois dias depois, não tinha ngm em casa e uma vizinha me procurou a noite dizendo que o filho dela de 15 anos havia recebido uma encomenda pra mim. A outra compra até hoje não recebi, já são12 dias de espera, mas vai ser entregue pelos Correios e estou rastreando todos os dias. Espero que dê tudo certo!","2015-11-29 19:43:22"
"Confiável, rápida e seria.","2015-11-29 19:42:45"
"Preço bom, abaixo do mercado, entrega muito rápida. ","2015-11-29 19:47:20"
"ok","2015-11-29 19:47:08"
"Boa para negociar, atendentes prestativas quando acionadas, entretanto, não houve o devido cuidado na acomodação e uma das mercadorias chegou com avaria (derramou todo o conteúdo)","2015-11-29 19:57:09"
"Entrega muito demorada, não gostei.","2015-11-29 19:55:44"
"Gostei do site, da facilidade no processo de compras e da rapidez na entrega.","2015-11-29 19:55:33"
"A entrega foi mais rápida que o previsto. E seguro também. Sem duvida recomendo","2015-11-29 20:09:02"
"ótimo, entrega mto rápida!","2015-11-29 20:02:44"
"Entrega rapida","2015-11-29 20:15:44"
"Fantástico!!! Produto Excelente e entrega rapidíssima!!!","2015-11-29 20:17:48"
"O atendimento da loja é muito bom e meus produtos foram enviados corretamente e no prazo. ","2015-11-29 20:29:57"
"Entrega rápida, antes do esperado.","2015-11-29 20:28:26"
"Bom","2015-11-29 20:30:16"
"A entrega chegou rápido e recebi sms informativo durante todo o processo","2015-11-29 20:30:27"
"Otimo","2015-11-29 20:32:07"
"Positiva.","2015-11-29 20:34:24"
"Entrega rápida. parabéns","2015-11-29 20:40:28"
"A loja foi muito boa. O processo seguiu o previsto.","2015-11-29 20:41:54"
"Ótimo.","2015-11-29 20:42:12"
"excelente marca","2015-11-29 20:54:51"
"Quando a Época faz promoção, fica praticamente imbatível!
Parabéns à Epoca! Sempre ótimas promoções e entrega super rápida!","2015-11-29 20:56:12"
"Muito bom","2015-11-29 20:55:29"
"Melhor loja! <3","2015-11-29 20:57:04"
"Loja séria. Por um erro do sistema não tinham o produto disponível. Entraram em contato perguntando se eu queria manter a compra. Disse que sim e no período informado o meu pedido chegou. ","2015-11-29 21:00:15"
"entrega super rapida, chegou antes da data prevista","2015-11-29 21:03:39"
"Otimo produto e empresa!
Os emails da Fiero com status da remessa ajudam a monitorar e programar o recebimento.
Recebi as botas antes do prazo estipulado no site.
Muito bom o acabamento e qualidade.
Com certeza recomendo e voltarei a comprar outros produtos.
 ","2015-11-29 21:17:58"
"Otuma","2015-11-29 21:21:09"
"Nenhum problema.","2015-11-29 21:21:52"
"otimo","2015-11-29 21:27:53"
"custo beneficio muito bom","2015-11-29 21:28:46"
"Foi ótimo o atendimento, apenas esqueci de incluir em minha compra a jugular que é vendida separadamente e agora não é viável realizar um novo pedido apenas para a jugular. ","2015-11-29 21:32:37"
"Otim","2015-11-29 21:31:43"
"Muito fácil e de rápida entrega, indico muito!!!","2015-11-29 21:35:49"
"Loja excelente, entregou rápido.","2015-11-29 21:39:36"
"Boa a loja. Excelente troca, umas das melhores até o exato momento.","2015-11-29 21:41:02"
"Entrega correta de acordo com o pedido e em tempo menor do que o combinado, excelente.","2015-11-29 21:42:50"
"a loja esta de parabéns pelo comprometimento com o  cliente [ Abraços e até a próxima compra","2015-11-29 21:43:25"
"ROUPAS LINDAS EU SUPER RECOMENDO.","2015-11-29 21:44:24"
"Não é a minha primeira experiência. Acho excelente, apenas acho que os preços subiram muito em alguns produtos. Mas, as experiências que tive foram excelentes no atendimento, prazos e qualidade dos produtos adquiridos. Sempre que necessário pretendo repeti-las.","2015-11-29 21:46:03"
"eu acho a loja samatec, uma ótima opção para comprar peças. ","2015-11-29 21:47:19"
"Confiável. Gostei.
Gostaria que o processo pós compra fosse mais rápido. 
Durou uma semana entre pagamento e despacho.","2015-11-29 21:51:11"
"Loja entregou antes do prazo e sempre presente durante todo o processo. ","2015-11-29 21:49:58"
"Foi bem fácil fazer a compra e estão de parabéns pois a entrega foi feita antes do prazo.","2015-11-29 21:52:34"
"As roupas da Shoulder são caras, porém, de ótima qualidade. Vale a pena ficar de olho no outlet, claro para quem não liga se a roupa é de coleções passadas.","2015-11-29 21:59:30"
"Pedi dois conjuntos de panelas em 10/11/2015. Recebi apenas um deles há 12 dias atras, e consta como pedido entregue. Estou aguardando desde então a resolução deste problema, sem resposta ate o momento.","2015-11-29 22:00:25"
"Deu tudo certo, chegou rápido.","2015-11-29 22:02:18"
"Atendimento rápido e de qualidade estou satisfeita. Ob","2015-11-29 22:02:41"
"Tranquilo, tudo dentro dos prazos.","2015-11-29 22:18:29"
"Ótimo.","2015-11-29 22:16:59"
"facil de comprar somente o frete que não é tão legal.","2015-11-29 22:22:01"
"Comprei nesta loja, Mas poderia ter comprado na Sephora, Pois meu amigo comprou junto a mim o mesmo perfume, tanto ele quanto eu, escolhemos alguns brindes, Só que nesta loja os brindes não vieram. O do meu amigo veio, e ele tambem teve desconto.
Ao reclamar nesta loja, disseram que os brindes não vim junto se eu escolhesse o desconto. Que enganação, por que fazem a gente escolher os brindes então. Melhor loja sephora.","2015-11-29 22:22:33"
"Sem palavras , loja maravilhosa entrega perfeita.","2015-11-29 22:29:39"
"Muito bom","2015-11-29 22:26:35"
"Loja idônea, com entrega realizada antes do prazo. Adorei comprar nesta loja.","2015-11-29 22:31:59"
"Ótimo atendimento e rápido envio. Fiquei bastante satisfeito. O único porém foi a embalagem, apenas a caixa e o instrumento enrolado num plástico fino, o que resultou numa pequena lasca num dos cantos, que poderia ter sido evitada com o uso de plástico bolha, por exemplo. ","2015-11-29 22:32:39"
"Sempre recomendo essa loja que trata o cliente de maneira séria","2015-11-29 22:31:14"
"Eu gostei do atendimento da Época.
Voltarei a comprar na loja.
A entrega foi rápida.
Recomendo.","2015-11-29 22:34:49"
"Rápido e fácil!","2015-11-29 22:34:14"
"Compra muito fácil e prática, entrega no prazo, tudo de bom.","2015-11-29 22:37:00"
"Eu adorei o site. Tudo muito simples e a entrega foi incrivelmente rápida. Super recomendo!!","2015-11-29 22:38:31"
"ótima experiencia em comprar da loja Mash. Recomendo 100%.","2015-11-29 22:39:51"
"O produto foi dentro do esperado. A entrega foi ótima . Apenas achei o cardaço do sapato curto.","2015-11-29 22:45:38"
"Eu achei ótimo.... Boa qualidade!","2015-11-29 22:47:11"
"Parabéns...entrega rápida e confiável!","2015-11-29 22:47:08"
"Gostei de comprar nesta loja. A entrega foi muito rápida. Valeu a pena.!","2015-11-29 22:48:10"
"ÓTIMA LOJA.Entrega rápida.","2015-11-29 22:50:03"
"A compra foi tudo certinha ..só que ainda não recebi meus produtos .A traz o ","2015-11-29 22:57:19"
"Informações de rastreamento muito boas","2015-11-29 23:03:58"
"Simples, rápido e objetivo. Recomendo 100%","2015-11-29 23:04:23"
"Quanto a loja, não há reclamação. Sempre cumpri o combinado.","2015-11-29 23:10:38"
"rapido na entrega","2015-11-29 23:09:55"
"É fácil e sempre tem desconto ou brindes.
","2015-11-29 23:14:31"
"Achei muito boa. A comunicação do atendimento no chat pode melhorar um pouco mas, no resto foi tudo ótimo. Agilidade nos prazos, cortesia nos e-mails, agilidade na resposta dos emails e disponibilidade pra tirar dúvidas online...Realmente a melhor loja que já comprei no Brasil, só poderia ter mais produtos a disposição. Se fizer isso, estará Top! :)","2015-11-29 23:23:24"
"Entrega rápida. Parabéns Época! ","2015-11-29 23:21:58"
"Vcs são nota 10 no atendimento. Obrigada ","2015-11-29 23:22:04"
"Excelente!! Lindo tênis!! Ótimo prazo de entrega muito satisfeito.","2015-11-29 23:24:54"
"A postagem dos produtos foi muito rápida, e tudo chegou perfeitamente bem! Os alertas sobre o andamento da entrega são excelentes!!! ","2015-11-29 23:27:29"
"Bom de comprar pela loja, produto chegou certo e no prazo.","2015-11-29 23:27:21"
"Ótimo atendimento e serviço","2015-11-29 23:32:10"
"Otimo","2015-11-29 23:34:37"
"Nao gostei","2015-11-29 23:37:20"
"Sou cliente fiel.","2015-11-29 23:37:55"
"Entrega muito rápida e o produto veio muito bem embalado. Recomendo.","2015-11-29 23:41:03"
"Sempre compro...os preços muito bons...fora os brindes . Agradeço desde já...me sinto mimada .","2015-11-29 23:42:14"
"Produto maravilhoso e tem boa cobertura.","2015-11-29 23:42:40"
"Ótimo atendimento.  Entrega rápida. ","2015-11-29 23:41:49"
"Entrega rápida. Nem que eu queira, não dá para encontrar pontos negativos da loja.","2015-11-29 23:52:49"
"entrega super rápida","2015-11-29 23:46:56"
"boa","2015-11-29 23:48:53"
"SHOW...","2015-11-29 23:51:08"
"O produto veio com defeito e foi substituído em menos de 5 dias ","2015-11-30 00:14:40"
"Entrega no prazo, acompanhamento da entrega bom. Sei que posso fazer novas compras sem medo. Fiquei satisfeito. ","2015-11-29 23:53:35"
"excelente !","2015-11-29 23:54:05"
"A embalagem veio violada","2015-11-29 23:54:35"
"Uma empresa de confiança, entrega rápida, compro sempre. ","2015-11-29 23:57:11"
"Otimo!!!","2015-11-29 23:57:43"
"como sempre a Premier muito atenciosa com o cliente,o produto chegou antes do prazo e estava sempre informado de sua localização pelo rastreamento, recomendo a loja todos.","2015-11-30 00:00:42"
"Top, a loja e muito seria...","2015-11-30 00:00:23"
"eu achei um absurdo cobrarem frete de quem mora em Uberlandia, como eu","2015-11-30 00:02:32"
"excelente. tudo como informado","2015-11-30 00:04:47"
"Ótimo atendimento ao consumidor, gostei de comprar nesta loja!
Só tive um pequeno probleminha com a transportadora.....Mas foi resolvido.
","2015-11-30 00:20:51"
"Tudo de bom. Obrigado. ","2015-11-30 00:18:20"
"Gosto muito da loja. Porem alguns produtos indisponível com frequência.","2015-11-30 00:20:44"
"sempre uso o efacil pra me fazer pesquisa de preco..","2015-11-30 00:20:29"
"Bom","2015-11-30 00:20:25"
"Adorei","2015-11-30 00:21:18"
"Loja muito boa pra se comprar, tem muita atenção e respeito com o cliente, sem contar as promoções que são boas! Agradeço pela as amostrinhas que são maravilhosas. Super indico essa loja.","2015-11-30 00:32:30"
"ótimo","2015-11-30 00:40:11"
"...produtos do gostoda gente!!!!","2015-11-30 00:44:45"
"Essa loja é a melhor! Mandou o produto super rápido. Confio e recomendo!","2015-11-30 00:44:11"
"Essa é uma das melhores lojas. Entrega super rápida e sem nenhum problemas. Perfeito. Recomendo pra todos.","2015-11-30 00:48:06"
"Muito boa atendimento e entrega rapida e segura!","2015-11-30 00:49:19"
"Entrega rápida. .ótima loja!","2015-11-30 00:50:08"
"Top ","2015-11-30 00:55:18"
"Ótima loja recomendo! ","2015-11-30 01:02:26"
"Excelente. Prazo muito curto, menor que o estimado.","2015-11-30 01:03:09"
"Atendimento muito bom!","2015-11-30 01:03:15"
"Produto bem embalado e entrega no prazo certo...","2015-11-30 01:17:51"
"Confiavel.","2015-11-30 01:17:46"
"Entrega dentro do prazo","2015-11-30 01:22:14"
"Ótimo custo benefício","2015-11-30 01:22:20"
"atendimento honesto, transparencia, rastreio detalhado da encomenda. muito bom!","2015-11-30 01:23:58"
"òtimo. Entrega super rápida.","2015-11-30 01:23:18"
"100% como sempre. ","2015-11-30 01:32:04"
"Essa loja eu confio...","2015-11-30 01:33:55"
"Entrega rápida e eficiente! Sempre bom fazer compras na loja. ","2015-11-30 01:34:36"
"Pontualidade inquestionavel, amei!","2015-11-30 01:41:27"
"Entrega rápida e produtos de qualidade.","2015-11-30 01:45:15"
"Otima","2015-11-30 01:46:46"
"A MINHA ESPERIENCIA COM A LOJA FOI BOA, PAGUeI NO BOLETO E ENVIARAM LOGO MINHA COMPRA!!!","2015-11-30 01:53:09"
"Perfume agradável, fixação fraca. Chegou rápido, mas por favor precisa usar na em balagem tanto papel branquinho( é muita química para o papel ficar assim e muito gasto de água), serve aqueles picotados reciclados. Ok.","2015-11-30 02:13:20"
"Loja fácil de navegar, entrega rápida, produto bem embalado. Recomendo.","2015-11-30 02:00:08"
"RECEBI O PRODUTO NA DATA CERTA,RECOMENDO A PERFUMARIA. ","2015-11-30 02:02:21"
"O papel veio totalmente errado, os desenhos não se encaixam de jeito nenhum, só estou tendo dor de cabeça. Espero que a Papel Decor me faça a troca ou devolva meu dinheiro, pois não  gastei 500 reais pra jogar todo o papel no lixo.","2015-11-30 02:11:14"
"Facilidade em comprar e pagar. rapidez na entrega, embalagem bem feita. Queria era que os preços fossem menores e que tivesse mais opção em fios naturais e menos poliéster.","2015-11-30 02:19:36"
"ótimo","2015-11-30 02:24:29"
"como sempre: rápido, seguro, bem embalado.","2015-11-30 02:56:17"
"CONTINUEM  ASSIM   TUDO CERTINHO,,,, ","2015-11-30 03:34:55"
"Entrega muito rápida comprei na loja rener no mesmo e dia e hora época chegou muito rapido... eu ainda estou esperando a rener....","2015-11-30 03:55:23"
"perfeito!","2015-11-30 04:03:30"
"ótimo! entrega rápida e produtos com ótimo custo x benefício.","2015-11-30 04:22:05"
"Achei o atendimaento perfeito. Muito atenciosos e a entrega chegou dentro do prazo estabelecido. Parabéns!!!","2015-11-30 05:08:51"
"nota dez","2015-11-30 05:09:59"
"Tudo correto! Chegou bem rápido! Parabéns! ","2015-11-30 05:25:48"
"Muito bom, o suporte foi excelente, vendedor muito atencioso!","2015-11-30 05:28:11"
"Muito eficiente, e gostei da entrega que foi muito rápida e responsável.","2015-11-30 05:55:24"
"Adorei comprar com vcs !!!","2015-11-30 07:34:49"
"Extremamente confiável e rápido.","2015-11-30 08:02:58"
"A Glamour muito eficiente .","2015-11-30 08:07:56"
"entrega no prazo , super fácil de comprar e acompanhar o produto ","2015-11-30 08:21:07"
"Fui muito bem atendido. Recomendo a todos!","2015-11-30 08:43:43"
"Já comprei outras vezes nessa loja, sempre recebi antes do prazo, e em excelente estado. Recomendo!!","2015-11-30 08:45:38"
"Excelente! Notificação a cada passo da transação. Objetividade e rapidez são patentes nesta loja.","2015-11-30 08:46:46"
"rapida entrega e sem imprevistos.","2015-11-30 08:58:01"
"Otimo me deu todas informações nescessarias e entregou rapido.","2015-11-30 09:00:29"
"Muito Bom","2015-11-30 09:00:17"
"Tudo correu dentro do combinado não havendo nenhum ponto sequer que eu possa demonstrar insatisfação, excelente foi a negociação com a World Tennis.","2015-11-30 09:03:56"
"Lindo!!! ","2015-11-30 09:11:10"
"Precos incomparaveis.","2015-11-30 09:20:53"
"GOSTEI DO ATENDIMENTO.

ATENTAMENTE.","2015-11-30 09:20:51"
"Ótima loja, recomendo.","2015-11-30 09:24:01"
"GOSTEI DO ATENDIMENTO.","2015-11-30 09:24:18"
"Nunca tinha comprado na loja e estava apreensiva, mas foi super tranquilo. Eles me avisavam por e-mail cada etapa do envio e a encomenda chegou mais rápido do que eu esperava. Parabéns pelo serviço e atenção ao cliente.","2015-11-30 09:26:06"
"ENTREGA RÁPIDA.","2015-11-30 09:26:13"
"Não voltaria a comprar, pela falta de organização, quase fiquei sem os meus produtos devido ao Sac,pede para que fosse entregue na minha empresa no quadro de complementos coloquei o prédio e o andar, mas para a entrega foi somente o número do prédio o que fez com que os entregadores tiveram que vir até aqui e voltar, ao ligar no sac não fui atendida por ninguém,ao comentar com outras pessoas fui informada que é algo comum e o sac nunca atende mesmo,já os entregadores foram MARAVILHOSOS e de muita boa vontade, já que eles não tinham informação completas e mesmo assim se esforçaram para concluir a minha entrega. ","2015-11-30 09:46:41"
"achei a tabela de medidas exata, por isso o produto deu tão certo","2015-11-30 09:44:01"
"FOI BEM RÁPIDO A COMPRA E ENTREGA APESAR DA DISTANCIA!
AGORA ESTOU PRECISANDO DA ALMOFADA DE SILICONE MIRAGE ACTIVA MAS O PREÇO ESTÁ ALTO E POR ISSO VOU AGUARDAR UM TEMPO.","2015-11-30 09:47:19"
"Se tornou minha loja de confiança!Parabéns Premier!!","2015-11-30 09:46:48"
"Site fácil, variado e entrega muito rápida.","2015-11-30 09:48:27"
"Confiavel,entrega rapida.","2015-11-30 09:49:52"
"muito bom agil","2015-11-30 09:49:48"
"Entrega rápida, produto embalado com capricho.","2015-11-30 09:50:01"
"A variedade de produtos é ótima. O site é ótimo e foram rápidos na entrega. Tudo perfeito.","2015-11-30 09:51:37"
"Bom atendimento, recomendo.","2015-11-30 09:51:07"
"Chegou no prazo!!! tudo OK","2015-11-30 09:57:21"
"por enquanto está bom o atendimento ... vou ir até uma loja física tentar trocar o produto","2015-11-30 09:54:58"
"Excelente loja.","2015-11-30 09:57:10"
"Vendedor muito atencioso. Recebi o produto rapidamente.","2015-11-30 10:00:22"
"otimo","2015-11-30 10:00:21"
"Muito bom, tudo muito rápido.","2015-11-30 10:03:06"
"Fácil de comprar
","2015-11-30 10:03:42"
"O atendimento foi ótimo, a entrega foi rápida e os produtos vieram muito bem embalados. Recomendo","2015-11-30 10:05:25"
"Entrega antes do prazo, sempre que possível comprarei.","2015-11-30 10:04:52"
"Muito eficiete.","2015-11-30 10:09:40"
